Search Term,Year,Author,Title,"Usable? If no, why?",Keystone/Dominant/Other,Sample Date,Location,Evidence,species,Unit to measure abundance,p1,p2,Target of Effect,TargetUnit,t1,t2,cir,cirreversal,ciap_rough__all,ciap_precise__all,ci,ciap,Data Source,Mechanism of Effect,Factor Type: Org/Env/Eco,Proximate Factor,Intermediate Factor,Ultimate Factor,ecosystem type,Ecosystem Size,Size Units,NOTES,Link,Re-checked data,Re-calculate  CI
Keystone Species,2020,Lopez-Lozano et al.,Bacterial Diversity and Interaction Networks of Agave iechuguilla Rhizosphere differ Significantly from Bulk Soil in the Oligotrophic Basin of Cuatro Cienegas,Yes,Keystone,2016,Cuatro Cienegas Basin,Comparative study,Agave lechuguilla,"presence of individual, yes or no (rhizosphere v bulk soil)",10,1,Antibiotics,% relative abundance,4.6,6.8,,,-0.04288499025,-0.04342958985,-0.04342958985,-0.04342958985,Web Plot Digitizer,,Env,seasoality,,Density,desert  ,N/A,N/A,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7378863/,TRUE,TRUE
Keystone Species,2020,Lopez-Lozano et al.,Bacterial Diversity and Interaction Networks of Agave iechuguilla Rhizosphere differ Significantly from Bulk Soil in the Oligotrophic Basin of Cuatro Cienegas,Yes,Keystone,2016,Cuatro Cienegas Basin,Comparative study,Agave lechuguilla,"presence of individual, yes or no (rhizosphere v bulk soil)",10,1,Siderophores,% relative abundance,11.3,12.3,,,-0.009416195857,-0.009421837407,-0.009421837407,-0.009421837407,Web Plot Digitizer,,Env,seasoality,,Density,desert  ,N/A,N/A,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7378863/,TRUE,TRUE
Keystone Species,2020,Lopez-Lozano et al.,Bacterial Diversity and Interaction Networks of Agave iechuguilla Rhizosphere differ Significantly from Bulk Soil in the Oligotrophic Basin of Cuatro Cienegas,Yes,Keystone,2016,Cuatro Cienegas Basin,Comparative study,Agave lechuguilla,"presence of individual, yes or no (rhizosphere v bulk soil)",10,1,Exopolysaccharides,% relative abundance,7.5,5.3,,,0.03819444444,0.03857735555,0.03857735555,0.03857735555,Web Plot Digitizer,,Env,seasoality,,Density,desert  ,N/A,N/A,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7378863/,TRUE,TRUE
Keystone Species,2020,Lopez-Lozano et al.,Bacterial Diversity and Interaction Networks of Agave iechuguilla Rhizosphere differ Significantly from Bulk Soil in the Oligotrophic Basin of Cuatro Cienegas,Yes,Keystone,2016,Cuatro Cienegas Basin,Comparative study,Agave lechuguilla,"presence of individual, yes or no (rhizosphere v bulk soil)",10,1,Filamentous,% relative abundance,27.7,37.3,,,-0.03282051282,-0.03306232372,-0.03306232372,-0.03306232372,Web Plot Digitizer,,Env,seasoality,,Density,desert  ,N/A,N/A,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7378863/,TRUE,TRUE
Keystone Species,2020,Lopez-Lozano et al.,Bacterial Diversity and Interaction Networks of Agave iechuguilla Rhizosphere differ Significantly from Bulk Soil in the Oligotrophic Basin of Cuatro Cienegas,Yes,Keystone,2016,Cuatro Cienegas Basin,Comparative study,Agave lechuguilla,"presence of individual, yes or no (rhizosphere v bulk soil)",10,1,Nutrient storage,% relative abundance,13.4,10,,,0.03228869896,0.032518846,0.032518846,0.032518846,Web Plot Digitizer,,Env,seasoality,,Density,desert  ,N/A,N/A,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7378863/,TRUE,TRUE
Alosa pseudoharengus ,2003,Emily B. Szalai,UNCERTAINTY IN THE POPULATION DYNAMICS OF ALE WIFE (ALOSA PSUEDOHARENGUS) AND BLOATER (COREGONUS HOYT) AND ITS EFFECTS ON SALMONINE STOCKING STRATEGIES IN LAKE MICHIGAN.,Yes,Keystone,1962,Lake Michigan,,Alosa pseudoharengus,density,-1.6311,5.7094,Yearling Length (yearling what?),Length in mm,136.56,183.18,,,0.03972644026,0.0400116065,0.0400116065,0.0400116065,Web Plot Digitizer,Predation,Eco,Food prefernce,,Resource Availability,Freshwater lakes,N/A,,,,TRUE,TRUE
Alosa pseudoharengus ,2008,"DAVID M. POST, et. al.",INTRASPECIFIC VARIATION IN A PREDATOR AFFECTS COMMUNITY STRUCTURE AND CASCADING TROPHIC INTERACTIONS,Yes,Keystone,2005,,Experiment,Alosa pseudoharengus,Biomass (g/m2),0.24431,1.4659,Length of Cladoceran,Length in mm,0.30622,0.26347,,,-0.1228576063,-0.1230889974,-0.1230889974,-0.1230889974,Web Plot Digitizer,Predation,Eco,Food prefernce,Predation,Interaction strength,Freshwater lakes,N/A,,,,TRUE,TRUE
Alosa pseudoharengus ,2008,"DAVID M. POST, et. al.",INTRASPECIFIC VARIATION IN A PREDATOR AFFECTS COMMUNITY STRUCTURE AND CASCADING TROPHIC INTERACTIONS,Yes,Keystone,2005,,Experiment,Alosa pseudoharengus,Biomass (g/m2),0.44846,0.23109,Length of Cladoceran,Length in mm,0.23109,0.23471,,,-0.07150550475,-0.07150694438,-0.07150694438,-0.07150694438,Web Plot Digitizer,Predation,Eco,Food prefernce,Predation,Interaction strength,Freshwater lakes,N/A,,,,TRUE,TRUE
Alosa pseudoharengus ,2008,"DAVID M. POST, et. al.",INTRASPECIFIC VARIATION IN A PREDATOR AFFECTS COMMUNITY STRUCTURE AND CASCADING TROPHIC INTERACTIONS,Yes,Keystone,2005,,Experiment,Alosa pseudoharengus,Biomass (g/m2),0.54006,2.0876,Biomass of Chadoceran,Biomass (ug/L),0.013301,5.1963,,,1.285774402,3.856354532,3.856354532,3.856354532,Web Plot Digitizer,Predation,Eco,Food prefernce,,Resource Availability,Freshwater lakes,N/A,,,,TRUE,TRUE
Alosa pseudoharengus ,2008,"DAVID M. POST, et. al.",INTRASPECIFIC VARIATION IN A PREDATOR AFFECTS COMMUNITY STRUCTURE AND CASCADING TROPHIC INTERACTIONS,Yes,Keystone,2005,,Experiment,Alosa pseudoharengus,Biomass (g/m2),0.24613,1.4675,Biomass of Chadoceran,Biomass (ug/L),13.642,9.7987,,,-0.2684827926,-0.2709281753,-0.2709281753,-0.2709281753,Web Plot Digitizer,Predation,Eco,Food prefernce,,Resource Availability,Freshwater lakes,,,,,TRUE,TRUE
Alosa pseudoharengus ,2013,"Jones, et. al.",Consumer Interaction Strength May Limit the Diversifying Effect of Intraspecific Competition: A Test in Alewife (Alosa pseudoharengus),Yes,Keystone,2009,"BrideLake,  Dodge  Pond,  and  Upper  Millpond",Experiment,Alosa pseudoharengus,density,10.3333,0,Zooplankton,Biomass,0.17922,0.81619,-0.3439485376,,,,-0.3439485376,-0.146713351,Web Plot Digitizer,Predation,Eco,Food prefernce,predation,Resource Availability,Lake,"5 m deep, 36 m long",m,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,3,Mean Zooplankton Body Length,mm,0.66,0.32,,-0.3541666667,,,-0.3541666667,-0.2413062797,Web Plot Digitizer,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.71,Mean Zooplankton Body Length,mm,0.66,0.29,,-1.79698883,,,-1.79698883,-1.158251989,Web Plot Digitizer,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.001,Mean Zooplankton Body Length,mm,0.66,0.37,,-783.7837838,,,-783.7837838,-578.7368294,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,3.17,Mean Zooplankton Body Length,mm,0.66,0.41,,-0.1923520812,,,-0.1923520812,-0.1501838092,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.61,Mean Zooplankton Body Length,mm,0.66,0.28,,-2.224824356,,,-2.224824356,-1.405656118,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.21,Mean Zooplankton Body Length,mm,0.66,0.35,,-4.217687075,,,-4.217687075,-3.020508003,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.14,Mean Zooplankton Body Length,mm,0.66,0.32,,-7.589285714,,,-7.589285714,-5.170848852,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.045,Mean Zooplankton Body Length,mm,0.66,0.31,,-25.08960573,,,-25.08960573,-16.79261195,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.024,Mean Zooplankton Body Length,mm,0.66,0.35,,-36.9047619,,,-36.9047619,-26.42944502,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.012,Mean Zooplankton Body Length,mm,0.66,0.37,,-65.31531532,,,-65.31531532,-48.22806912,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.005,Mean Zooplankton Body Length,mm,0.66,0.36,,-166.6666667,,,-166.6666667,-121.2271607,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.089,Mean Zooplankton Body Length,mm,0.66,0.34,,-10.57501652,,,-10.57501652,-7.452744016,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.089,Mean Zooplankton Body Length,mm,0.66,0.31,,-12.68575571,,,-12.68575571,-8.490646489,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.09,Mean Zooplankton Body Length,mm,0.66,0.3,,-13.33333333,,,-13.33333333,-8.760637337,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.012,Mean Zooplankton Body Length,mm,0.66,0.29,,-106.3218391,,,-106.3218391,-68.52990934,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.014,Mean Zooplankton Body Length,mm,0.66,0.39,,-49.45054945,,,-49.45054945,-37.57807828,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Alewife,,Dougherty et. al.,"Biological monitoring of a keystone species (Alosa pseudoharengus) across its native and invasive range with three methods: direct capture, environmental DNA, and environmental effects.",Yes,Keystone,,,Experiment,Alosa pseudoharengus,Density,0,0.04,Mean Zooplankton Body Length,mm,0.66,0.36,,-20.83333333,,,-20.83333333,-15.15339509,,,,,,,Freshwater lakes,,,,,FALSE,FALSE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1998,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,12.83582,1.791045,Other grasses,Density (number of individuals/m^2),88.37209,60.46512,,,0.03395269778,0.03435919029,0.03435919029,0.03435919029,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1999,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.31343,2.38806,Other grasses,Density (number of individuals/m^2),80.23256,111.6279,,,-0.02192727174,-0.02212619193,-0.02212619193,-0.02212619193,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2000,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,3.283582,Other grasses,Density (number of individuals/m^2),68.60465,91.86047,,,-0.01981662384,-0.01995714179,-0.01995714179,-0.01995714179,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2001,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,19.70149,4.776119,Other grasses,Density (number of individuals/m^2),84.88372,97.67442,,,-0.009388538057,-0.009403946002,-0.009403946002,-0.009403946002,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2002,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,8.059701,3.283582,Other grasses,Density (number of individuals/m^2),82.55814,115.1163,,,-0.06897062994,-0.06960466213,-0.06960466213,-0.06960466213,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2003,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,10.74627,4.776119,Other grasses,Density (number of individuals/m^2),88.37209,61.62791,,,0.0597286512,0.06037390737,0.06037390737,0.06037390737,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2004,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,15.22388,8.059701,Other grasses,Density (number of individuals/m^2),50,62.7907,,,-0.03165808117,-0.03179484598,-0.03179484598,-0.03179484598,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2005,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,12.83582,Other grasses,Density (number of individuals/m^2),63.95349,65.11628,,,-0.003550605039,-0.003550701102,-0.003550701102,-0.003550701102,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1998,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,12.83582,1.791045,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),11.40323,32.06452,,,-0.08607229748,-0.09360566189,-0.09360566189,-0.09360566189,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1999,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.31343,2.38806,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),20.24731,60.24194,,,-0.06658381766,-0.07305325377,-0.07305325377,-0.07305325377,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2000,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,3.283582,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),19.76344,52.43011,,,-0.06187071299,-0.06670240535,-0.06670240535,-0.06670240535,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2001,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,19.70149,4.776119,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),23.27957,47.94086,,,-0.04639979473,-0.048400272,-0.048400272,-0.048400272,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2002,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,8.059701,3.283582,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),16.1129,34.12366,,,-0.1501298335,-0.1571088978,-0.1571088978,-0.1571088978,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2003,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,10.74627,4.776119,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),20.30108,18.96774,,,0.011374642,0.01137901625,0.01137901625,0.01137901625,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2004,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,15.22388,8.059701,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),14.48387,18.47849,,,-0.03383146007,-0.03399855538,-0.03399855538,-0.03399855538,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2005,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,12.83582,Perennial forbs and dwarf shrubs,Density (number of individuals/m^2),15.33333,16.66667,,,-0.01642164059,-0.01643115386,-0.01643115386,-0.01643115386,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1998,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,12.83582,1.791045,Annual forbs,Density (number of individuals/m^2),0.666667,6.666667,,,-0.1481572497,-0.2084772793,-0.2084772793,-0.2084772793,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1999,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.31343,2.38806,Annual forbs,Density (number of individuals/m^2),4,10.66667,,,-0.06090912031,-0.06571559469,-0.06571559469,-0.06571559469,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
